Category	trait	Enrichment	Enrichment_p	Enrichment_p_adj	description
metacluster10L2_0	30030_irnt.female	23.031583629035783	0.0226513985415623	0.29003698426838115	Haematocrit percentage
metacluster10L2_0	23130_irnt.female	-7.783974439425079	0.0227286222765682	0.29003698426838115	Trunk predicted mass
metacluster10L2_0	23129_irnt.female	-7.611598812027973	0.0258850328102266	0.32328753743836197	Trunk fat-free mass
metacluster10L2_0	30100_irnt.female	27.50987116097804	0.0276104230724877	0.3376524654906308	Mean platelet (thrombocyte) volume
metacluster10L2_0	100006_irnt.male	143.5423802003118	0.0283359989671013	0.33945370191200946	Saturated fat
metacluster10L2_0	84_irnt.female	-213.1056025357361	0.0315786723718876	0.3707336136459604	Cancer year/age first occurred
metacluster10L2_0	30080_irnt.female	18.487195768063746	0.0322901359900881	0.3716531338467003	Platelet count
metacluster10L2_0	30060_irnt.male	99.2665159032948	0.0340469328768798	0.38433749228323927	Mean corpuscular haemoglobin concentration
metacluster10L2_0	22644_irnt.female	618.0883041404712	0.0377305165206338	0.41788326787947244	Consecutive night shifts during mixed shift periods
metacluster10L2_0	30110_irnt.female	21.81567958151569	0.0404957070652141	0.43534825293359186	Platelet distribution width
metacluster10L2_0	5265_irnt.female	-12.68259318558016	0.0411229336420265	0.43534825293359186	Corneal resistance factor (left)
metacluster10L2_0	24012_irnt.female	-150.6594444848784	0.0420933644030019	0.43534825293359186	Inverse distance to the nearest major road
metacluster10L2_0	30770_irnt.female	-8.591436733476852	0.0422740211536878	0.43534825293359186	IGF-1 (nmol/L)
metacluster10L2_0	5263_irnt.male	-20.84952180040411	0.0439801535347774	0.4451094849123161	Intra-ocular pressure, Goldmann-correlated (left)
metacluster10L2_0	5986_irnt.female	112.17689853769896	0.0449734239130533	0.4474474548637676	ECG, phase time
metacluster10L2_0	12340_irnt.male	129.1858130884494	0.0462453674467995	0.4524338448545218	QRS duration
metacluster10L2_0	23125_irnt.female	-6.50797197502379	0.0487295697741144	0.46074823524429875	Arm fat-free mass (left)
metacluster10L2_0	30080_irnt.male	15.40955702095618	0.0494976978992139	0.46074823524429875	Platelet count
metacluster10L2_0	30140_irnt.male	18.19265993072995	0.0501014881463802	0.46074823524429875	Neutrophill count
metacluster10L2_0	30140_irnt.female	24.70483862521756	0.050234901287283	0.46074823524429875	Neutrophill count
metacluster10L2_0	100002_irnt.male	72.08283143580908	0.0540463996443046	0.48808056294164304	Energy
metacluster10L2_0	129_irnt.female	77.71302902458082	0.0558110076251186	0.4963797193324942	Place of birth in UK - north co-ordinate
metacluster10L2_0	3894_irnt.male	235.6707475710524	0.0594589090494532	0.5142714376364295	Age heart attack diagnosed
metacluster10L2_0	23101_irnt.female	-5.948453515081196	0.0595748854502167	0.5142714376364295	Whole body fat-free mass
metacluster10L2_0	20007_irnt.female	-428.8833616356464	0.06236918652195	0.5305900360635456	Interpolated Age of participant when cancer first diagnosed
metacluster10L2_0	1807_irnt.female	-31.650358605163337	0.0646206496928705	0.5407451071592604	Father's age at death
metacluster10L2_0	23102_irnt.female	-5.765718012458384	0.0662798611354719	0.5407451071592604	Whole body water mass
metacluster10L2_0	6033_irnt.female	-41.66919079335669	0.0663264867384442	0.5407451071592604	Maximum heart rate during fitness test
metacluster10L2_0	100004_irnt.male	65.58169971520584	0.0672896937165333	0.5410828796110281	Fat
metacluster10L2_0	30010_irnt.male	20.28890685116769	0.0701697835081495	0.5566170664768075	Red blood cell (erythrocyte) count
metacluster10L2_0	20074_irnt.male	155.54420158669282	0.0728164082027912	0.5699097548671792	Home location at assessment - east co-ordinate (rounded)
metacluster10L2_0	5156_irnt.female	594.1803864883693	0.0751647053301515	0.5737027583510202	3mm asymmetry index (left)
metacluster10L2_0	102_irnt.female	13.328231534401482	0.075624823658688	0.5737027583510202	Pulse rate, automated reading
metacluster10L2_0	4079_irnt.male	-9.403440128738517	0.0762330752152974	0.5737027583510202	Diastolic blood pressure, automated reading
metacluster10L2_0	30760_irnt.female	-10.250225096320955	0.0799389937478551	0.5860897644054411	HDL cholesterol (mmol/L)
metacluster10L2_0	100019_irnt.female	-393.28553991108697	0.0802077672149368	0.5860897644054411	Carotene
metacluster10L2_0	30830_irnt.female	-9.423189248737067	0.0812464828226047	0.5860897644054411	SHBG (nmol/L)
metacluster10L2_0	23129_irnt.male	-6.353337508869545	0.081872846135002	0.5860897644054411	Trunk fat-free mass
metacluster10L2_0	24007_irnt.female	-2443.325004670914	0.0834439291970895	0.5872463827044504	Particulate matter air pollution (pm2.5) absorbance; 2010
metacluster10L2_0	23130_irnt.male	-6.3168056646820645	0.0842162387745725	0.5872463827044504	Trunk predicted mass
metacluster10L2_0	100015_irnt.female	-86.14167646863287	0.0850356772229613	0.5872463827044504	Vitamin C
metacluster10L2_0	30110_irnt.male	25.414634176942545	0.0891850183499779	0.5876362964306487	Platelet distribution width
metacluster10L2_0	4195_irnt.female	-40.85441667247648	0.0895217822915203	0.5876362964306487	Pulse wave reflection index
metacluster10L2_0	30130_irnt.female	27.54741575690317	0.0905448307597629	0.5876362964306487	Monocyte count
metacluster10L2_0	4100_irnt.male	-9.320051183508712	0.0908359149633505	0.5876362964306487	Ankle spacing width (left)
metacluster10L2_0	30820_irnt.male	-126.93529639966212	0.0910438090016389	0.5876362964306487	Rheumatoid factor (IU/ml)
metacluster10L2_0	23126_irnt.female	-5.421240526126508	0.0917553831820174	0.5876362964306487	Arm predicted mass (left)
metacluster10L2_0	50_irnt.male	-5.495188312729521	0.092605116773334	0.5876362964306487	Standing height
metacluster10L2_0	23126_irnt.male	-6.089760709108528	0.0954177229113068	0.5876362964306487	Arm predicted mass (left)
metacluster10L2_0	5133_irnt.male	-9.329255482192076	0.0958061657835049	0.5876362964306487	6mm strong meridian (right)
metacluster10L2_0	30130_irnt.male	21.615756885357715	0.0967273752137131	0.5876362964306487	Monocyte count
metacluster10L2_0	30520_irnt.male	-17.913806471599223	0.0968933648968103	0.5876362964306487	Potassium in urine
metacluster10L2_0	30100_irnt.male	23.9722482220956	0.0972860689732407	0.5876362964306487	Mean platelet (thrombocyte) volume
metacluster10L2_0	4119_irnt.female	-9.272429693333228	0.0981062300684899	0.5876362964306487	Ankle spacing width (right)
metacluster10L2_0	30710_irnt.male	26.33774559579319	0.0993589584815581	0.5891283699866122	C-reactive protein (mg/L)
metacluster10L2_0	100009_irnt.female	-92.5509977674604	0.102015819199768	0.5988328587026381	Englyst dietary fibre
metacluster10L2_0	5375_irnt.male	-541.8405373311119	0.1045414391988222	0.6075824238585013	Longest period of unenthusiasm / disinterest
metacluster10L2_0	93_irnt.male	82.72049926659545	0.1096172761144842	0.6308366772470807	Systolic blood pressure, manual reading
metacluster10L2_0	100023_irnt.female	82.31301034062449	0.1120757591681974	0.638723015842057	Starch
metacluster10L2_0	5088_irnt.male	-60.77786511465192	0.1142750334646021	0.6391356770397323	Astigmatism angle (right)
metacluster10L2_0	23105_irnt.female	-4.888747984009282	0.1144672173024825	0.6391356770397323	Basal metabolic rate
metacluster10L2_0	100017_irnt.female	-50.5138478038312	0.1167028558614585	0.6391356770397323	Magnesium
metacluster10L2_0	5208_irnt.male	159.01534355879647	0.1172925376023605	0.6391356770397323	logMAR, final (left)
metacluster10L2_0	5156_irnt.male	-60.10021732273479	0.1175922540379746	0.6391356770397323	3mm asymmetry index (left)
metacluster10L2_0	30000_irnt.male	13.778250702804874	0.1188432029478181	0.6400088085354975	White blood cell (leukocyte) count
metacluster10L2_0	30810_irnt.male	16.092909090436223	0.12463730327541	0.6582013136881403	Phosphate (mmol/L)
metacluster10L2_0	100009_irnt.male	-73.47583989426826	0.1251269303546652	0.6582013136881403	Englyst dietary fibre
metacluster10L2_0	23125_irnt.male	-5.62674278279163	0.1255852591704799	0.6582013136881403	Arm fat-free mass (left)
metacluster10L2_0	22702_irnt.male	136.14926134442163	0.1268153517698046	0.6587664733528787	Home location - east co-ordinate (rounded)
metacluster10L2_0	30090_irnt.female	12.367651920364915	0.1282855376106271	0.660557987521387	Platelet crit
metacluster10L2_0	20015_irnt.female	-5.796304576901098	0.1313219374864097	0.6703128461262825	Sitting height
metacluster10L2_0	5986_irnt.male	48.68979943352715	0.1351355812017214	0.6818571659112682	ECG, phase time
metacluster10L2_0	23118_irnt.female	-4.420122430262994	0.1378021174497468	0.6818571659112682	Leg predicted mass (left)
metacluster10L2_0	30000_irnt.female	15.721356430162931	0.1390742693803214	0.6818571659112682	White blood cell (leukocyte) count
metacluster10L2_0	30020_irnt.male	15.749525035395193	0.1396993434882572	0.6818571659112682	Haemoglobin concentration
metacluster10L2_0	20455_irnt.female	-705.1160306502728	0.1428744665878303	0.6818571659112682	Age when last took cannabis
metacluster10L2_0	404_irnt.female	9.214712337189908	0.1429914033621681	0.6818571659112682	Duration to first press of snap-button in each round
metacluster10L2_0	4288_irnt.male	130.9644690049051	0.1432845021041482	0.6818571659112682	Time to answer
metacluster10L2_0	30880_irnt.male	14.287328137886067	0.1440037569024057	0.6818571659112682	Urate (umol/L)
metacluster10L2_0	20153_irnt.female	-6.969758322564582	0.14403797031175	0.6818571659112682	Forced expiratory volume in 1-second (FEV1), predicted
metacluster10L2_0	23102_irnt.male	-5.181452748726392	0.1504684366559888	0.7060518786130358	Whole body water mass
metacluster10L2_0	22702_irnt.female	-63.29587152874308	0.1515545770106346	0.7060518786130358	Home location - east co-ordinate (rounded)
metacluster10L2_0	23101_irnt.male	-5.095126932009356	0.1545897798760382	0.7108293298625585	Whole body fat-free mass
metacluster10L2_0	30190_irnt.male	27.67799371421624	0.1558552489043048	0.7108293298625585	Monocyte percentage
metacluster10L2_0	4119_irnt.male	-7.598610664147938	0.1566529634083056	0.7108293298625585	Ankle spacing width (right)
metacluster10L2_0	129_irnt.male	27.431653957697097	0.1574238720308903	0.7108293298625585	Place of birth in UK - north co-ordinate
metacluster10L2_0	30750_irnt.male	32.25284050427547	0.1590916495039303	0.7122767490031793	Glycated haemoglobin (mmol/mol)
metacluster10L2_0	5098_irnt.male	-7.973121493897012	0.1608107247042695	0.7122767490031793	6mm weak meridian (right)
metacluster10L2_0	30750_irnt.female	28.190854055497294	0.1628097648745292	0.7122767490031793	Glycated haemoglobin (mmol/mol)
metacluster10L2_0	20023_irnt.female	9.11954100909412	0.1634482725516294	0.7122767490031793	Mean time to correctly identify matches
metacluster10L2_0	100025_irnt.female	-357.2823122003958	0.1638115180842065	0.7122767490031793	Vitamin E
metacluster10L2_0	30180_irnt.female	17.156999433759204	0.1668394438229891	0.7155637248351331	Lymphocyte percentage
metacluster10L2_0	129_irnt.male.v2	31.21344708566855	0.1676145253176121	0.7155637248351331	Place of birth in UK - north co-ordinate
metacluster10L2_0	23117_irnt.female	-4.052056702568851	0.1682245213411386	0.7155637248351331	Leg fat-free mass (left)
metacluster10L2_0	3436_irnt.female	55.77890925859283	0.1711599207368525	0.7218464509823205	Age started smoking in current smokers
metacluster10L2_0	5118_irnt.male	99.02953550690036	0.1721609934199742	0.7218464509823205	6mm cylindrical power (left)
metacluster10L2_0	30200_irnt.female	13.441208295951482	0.1740792057684685	0.7245826000019525	Neutrophill percentage
metacluster10L2_0	5254_irnt.male	-19.92579905250469	0.1758192562706889	0.7245826000019525	Intra-ocular pressure, corneal-compensated (right)
metacluster10L2_0	30510_irnt.male	-12.4315269617671	0.1773977143984349	0.7245826000019525	Creatinine (enzymatic) in urine
metacluster10L2_0	23111_irnt.female	6.818108978192227	0.1780426198593744	0.7245826000019525	Leg fat percentage (right)
metacluster10L2_0	20019_irnt.male	55.30685199060567	0.1789854804093409	0.7245826000019525	Speech-reception-threshold (SRT) estimate (left)
metacluster10L2_0	5262_irnt.male	-18.33827122489321	0.1809380027191371	0.7255866634277501	Intra-ocular pressure, corneal-compensated (left)
metacluster10L2_0	100014_irnt.male	-47.31672153835982	0.1817056891377841	0.7255866634277501	Folate
metacluster10L2_0	1807_irnt.male	-21.541212954701876	0.18336637900056	0.7262310622717524	Father's age at death
metacluster10L2_0	23114_irnt.female	-3.753805932450204	0.184341445108162	0.7262310622717524	Leg predicted mass (right)
metacluster10L2_0	30740_irnt.female	-14.481028010616496	0.1880185996258472	0.7322590454610067	Glucose (mmol/L)
metacluster10L2_0	5264_irnt.female	-10.1905862162065	0.1906243294902877	0.7322590454610067	Corneal hysteresis (left)
metacluster10L2_0	23113_irnt.female	-3.6999462247114177	0.1925408636539657	0.7322590454610067	Leg fat-free mass (right)
metacluster10L2_0	400_irnt.male	-5.514971076602123	0.1945507084265515	0.7322590454610067	Time to complete round
metacluster10L2_0	4241_irnt.female	-36.559797012153055	0.1964328619033894	0.7322590454610067	Signal-to-noise-ratio (SNR) of triplet (right)
metacluster10L2_0	30640_irnt.male	20.00464016732606	0.1983002457995127	0.7322590454610067	Apoliprotein B (g/L)
metacluster10L2_0	30530_irnt.male	-9.36104818745586	0.2013820069242053	0.7322590454610067	Sodium in urine
metacluster10L2_0	20154_irnt.male	-8.656278295241727	0.2017222456859968	0.7322590454610067	Forced expiratory volume in 1-second (FEV1), predicted percentage
metacluster10L2_0	30510_irnt.female	9.332461344012891	0.202106996884426	0.7322590454610067	Creatinine (enzymatic) in urine
metacluster10L2_0	6033_irnt.male	-32.813276227522955	0.2032232427336067	0.7322590454610067	Maximum heart rate during fitness test
metacluster10L2_0	5105_irnt.male	-25.51774025919006	0.2033238674277533	0.7322590454610067	6mm strong meridian angle (left)
metacluster10L2_0	23105_irnt.male	-4.539637063311864	0.2043880527738638	0.7322590454610067	Basal metabolic rate
metacluster10L2_0	100008_irnt.male	377.023007463638	0.2053990517219029	0.7322590454610067	Total sugars
metacluster10L2_0	30030_irnt.male	14.057568152254603	0.2074122084362592	0.7322590454610067	Haematocrit percentage
metacluster10L2_0	22643_irnt.female	-16952.217194444067	0.2087713906259168	0.7322590454610067	Number of night shifts worked monthly during mixed shift periods
metacluster10L2_0	5086_irnt.female	128.35691333287184	0.2094197227893166	0.7322590454610067	Cylindrical power (left)
metacluster10L2_0	5114_irnt.female	31.88299009824736	0.2144651698804592	0.7322590454610067	6mm cylindrical power angle (right)
metacluster10L2_0	4290_irnt.female	14.868369253954878	0.2148408512344593	0.7322590454610067	Duration screen displayed
metacluster10L2_0	699_irnt.male	26.600714734761063	0.2194675544301073	0.7322590454610067	Length of time at current address
metacluster10L2_0	23109_irnt.female	-3.0680620647492955	0.220285987792024	0.7322590454610067	Impedance of arm (right)
metacluster10L2_0	50_irnt.female	-4.340552476479066	0.2219154473117595	0.7322590454610067	Standing height
metacluster10L2_0	5255_irnt.male	-14.331948584005769	0.2250118924196676	0.7322590454610067	Intra-ocular pressure, Goldmann-correlated (right)
metacluster10L2_0	23121_irnt.male	-4.342674499810273	0.2254076791951768	0.7322590454610067	Arm fat-free mass (right)
metacluster10L2_0	4124_irnt.male	17.10414204386967	0.2262187598887311	0.7322590454610067	Heel bone mineral density (BMD) (right)
metacluster10L2_0	30190_irnt.female	23.162660459037728	0.2271068553927232	0.7322590454610067	Monocyte percentage
metacluster10L2_0	5101_irnt.female	30.657178806686197	0.2272482111867322	0.7322590454610067	6mm weak meridian angle (right)
metacluster10L2_0	4123_irnt.male	17.363538445198124	0.2274979398601989	0.7322590454610067	Heel quantitative ultrasound index (QUI), direct entry (right)
metacluster10L2_0	23110_irnt.female	-2.7523881803674213	0.2275473736977999	0.7322590454610067	Impedance of arm (left)
metacluster10L2_0	4125_irnt.male	17.360337659640866	0.2275966849503669	0.7322590454610067	Heel bone mineral density (BMD) T-score, automated (right)
metacluster10L2_0	30690_irnt.female	19.302528235374535	0.2276662584008548	0.7322590454610067	Cholesterol (mmol/L)
metacluster10L2_0	100011_irnt.male	-31.71767471920342	0.2310749299593205	0.7322590454610067	Iron
metacluster10L2_0	30840_irnt.female	16.051569578722116	0.2314241161678255	0.7322590454610067	Total bilirubin (umol/L)
metacluster10L2_0	5262_irnt.female	24.6433718527397	0.2318775217979665	0.7322590454610067	Intra-ocular pressure, corneal-compensated (left)
metacluster10L2_0	23115_irnt.female	6.109304953312696	0.2332338547804521	0.7322590454610067	Leg fat percentage (left)
metacluster10L2_0	24021_irnt.female	-28.37067230440964	0.235233031974287	0.7322590454610067	Average evening sound level of noise pollution
metacluster10L2_0	30820_irnt.female	-327.0172572941075	0.2383436175070082	0.7322590454610067	Rheumatoid factor (IU/ml)
metacluster10L2_0	84_irnt.male	228.8996076449901	0.2401112421204622	0.7322590454610067	Cancer year/age first occurred
metacluster10L2_0	30720_irnt.female	7.022730444104485	0.2408467502574194	0.7322590454610067	Cystatin C (mg/L)
metacluster10L2_0	24023_irnt.female	-27.98821704247736	0.2414299691100918	0.7322590454610067	Average 16-hour sound level of noise pollution
metacluster10L2_0	24024_irnt.female	-28.004686733505253	0.2420418592432033	0.7322590454610067	Average 24-hour sound level of noise pollution
metacluster10L2_0	30780_irnt.male	17.47328045516255	0.2430310186936234	0.7322590454610067	LDL direct (mmol/L)
metacluster10L2_0	130_irnt.male	33.17122198296539	0.2433110558162473	0.7322590454610067	Place of birth in UK - east co-ordinate
metacluster10L2_0	100024_irnt.male	124.0883918375384	0.2439524781216716	0.7322590454610067	Calcium
metacluster10L2_0	24022_irnt.female	-27.79589760134092	0.2443093454475637	0.7322590454610067	Average night-time sound level of noise pollution
metacluster10L2_0	24020_irnt.female	-27.6780353591752	0.2450531030319078	0.7322590454610067	Average daytime sound level of noise pollution
metacluster10L2_0	189_irnt.female	15.690231106680594	0.2469780807417331	0.7322590454610067	Townsend deprivation index at recruitment
metacluster10L2_0	30800_irnt.female	82.76255758933917	0.2478344637492794	0.7322590454610067	Oestradiol (pmol/L)
metacluster10L2_0	4120_irnt.male	16.80615545655784	0.2497373147458134	0.7322590454610067	Heel broadband ultrasound attenuation (right)
metacluster10L2_0	20151_irnt.male	-3.2588168898665697	0.2506566615423495	0.7322590454610067	Forced vital capacity (FVC), Best measure
metacluster10L2_0	23119_irnt.female	5.967460358969459	0.2522790599033958	0.7322590454610067	Arm fat percentage (right)
metacluster10L2_0	23122_irnt.male	-4.039175554134699	0.2533717689623555	0.7322590454610067	Arm predicted mass (right)
metacluster10L2_0	4101_irnt.male	16.618123189897528	0.2535646856153308	0.7322590454610067	Heel broadband ultrasound attenuation (left)
metacluster10L2_0	100008_irnt.female	-26.75191956819217	0.2536547626715554	0.7322590454610067	Total sugars
metacluster10L2_0	30650_irnt.female	11.578717815396963	0.2560247154296705	0.7322590454610067	Aspartate aminotransferase (U/L)
metacluster10L2_0	20015_irnt.male	-3.523295572670847	0.2587515472311562	0.7322590454610067	Sitting height
metacluster10L2_0	5983_irnt.female	-29.16400364702562	0.2605404044911359	0.7322590454610067	ECG, heart rate
metacluster10L2_0	30620_irnt.male	9.787744937102378	0.2619462720782411	0.7322590454610067	Alanine aminotransferase (U/L)
metacluster10L2_0	20074_irnt.female	-52.33788890417196	0.2622078087603414	0.7322590454610067	Home location at assessment - east co-ordinate (rounded)
metacluster10L2_0	30630_irnt.female	-7.251361933886053	0.262757576044495	0.7322590454610067	Apoliprotein A (g/L)
metacluster10L2_0	3526_irnt.male	-40.39132560046272	0.2628134643811614	0.7322590454610067	Mother's age at death
metacluster10L2_0	5208_irnt.female	84.76636584383876	0.2632132090118518	0.7322590454610067	logMAR, final (left)
metacluster10L2_0	5097_irnt.male	-6.823808683906288	0.2632140691520825	0.7322590454610067	6mm weak meridian (left)
metacluster10L2_0	100005_irnt.male	85.6834941194003	0.2700561933172117	0.7463519873947567	Carbohydrate
metacluster10L2_0	30690_irnt.male	17.86549664314011	0.2710313331075006	0.7463519873947567	Cholesterol (mmol/L)
metacluster10L2_0	5106_irnt.female	-24.729827952510345	0.2728467826504075	0.7463519873947567	6mm strong meridian angle (right)
metacluster10L2_0	130_irnt.female	41.64208884538754	0.273365719403531	0.7463519873947567	Place of birth in UK - east co-ordinate
metacluster10L2_0	20022_irnt.male	-9.482741951138465	0.2771906814685113	0.753291342694519	Birth weight
metacluster10L2_0	100016_irnt.female	-45.162877511453765	0.2817033805844736	0.7618230452491542	Potassium
metacluster10L2_0	5103_irnt.male	-45.294998071893644	0.2829257646751544	0.7618230452491542	3mm weak meridian angle (left)
metacluster10L2_0	20019_irnt.female	55.16179229455658	0.2871821597589092	0.7697530948789028	Speech-reception-threshold (SRT) estimate (left)
metacluster10L2_0	20150_irnt.male	-2.8621898725267028	0.2895708444258739	0.7709982199359477	Forced expiratory volume in 1-second (FEV1), Best measure
metacluster10L2_0	5160_irnt.male	-38.600951523098736	0.29027360580212	0.7709982199359477	3mm regularity index (right)
metacluster10L2_0	23123_irnt.female	5.364997236885558	0.2922887593805043	0.7722289687732704	Arm fat percentage (left)
metacluster10L2_0	30860_irnt.male	12.311969954106798	0.2966100227470932	0.7722289687732704	Total protein (g/L)
metacluster10L2_0	4100_irnt.female	-5.467981745207069	0.2966865036107242	0.7722289687732704	Ankle spacing width (left)
metacluster10L2_0	24006_irnt.male	21.827344087277023	0.2974907646026463	0.7722289687732704	Particulate matter air pollution (pm2.5); 2010
metacluster10L2_0	20434_irnt.female	74.21223746269635	0.2976919938515223	0.7722289687732704	Age at last episode of depression
metacluster10L2_0	5112_irnt.male	-43.7567313584054	0.2992029223160734	0.7722289687732704	3mm cylindrical power angle (left)
metacluster10L2_0	23099_irnt.female	5.237421984294283	0.2999458345490727	0.7722289687732704	Body fat percentage
metacluster10L2_0	100024_irnt.female	-39.16935567469282	0.3082103568586009	0.7900413950916974	Calcium
metacluster10L2_0	5163_irnt.male	-37.6497147925469	0.3117505800361583	0.7931961040830587	3mm regularity index (left)
metacluster10L2_0	3627_irnt.male	-45.784225350298286	0.3144944173479519	0.7931961040830587	Age angina diagnosed
metacluster10L2_0	48_irnt.male	5.69720759986085	0.3151632447732937	0.7931961040830587	Waist circumference
metacluster10L2_0	20420_irnt.female	-61.35196456869254	0.3153214680120657	0.7931961040830587	Longest period spent worried or anxious
metacluster10L2_0	21001_irnt.female	5.192140844398012	0.3169839293675396	0.7931961040830587	Body mass index (BMI)
metacluster10L2_0	30220_irnt.male	18.91993468150136	0.3175486958424511	0.7931961040830587	Basophill percentage
metacluster10L2_0	3786_irnt.male	-28.6022064084986	0.3209437238273336	0.7969877732509907	Age asthma diagnosed
metacluster10L2_0	20075_irnt.male	-35.13110382003241	0.3217821162870269	0.7969877732509907	Home location at assessment - north co-ordinate (rounded)
metacluster10L2_0	30180_irnt.male	11.858209103304116	0.3245933679039158	0.7985585889441994	Lymphocyte percentage
metacluster10L2_0	23104_irnt.male	5.258976171169739	0.3270126737426821	0.7985585889441994	Body mass index (BMI)
